Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
-0.909747,0.011059,-0.005977,-0.414974,-0.104648,0.154603,0.212772,-0.823313,-0.254468,-0.055201,-0.504337,-0.284051,0.254623,0.227404,-0.000601,0.000017,0.000048,-1.000000,0.038852,0.138325,0.300316,0.198094,0.129234,0.298415,0.197789,0.130666,0.381008,0.196029,0.127829,0.218847,0.039400,0.124998,0.299188,0.038989,0.126473,0.223305,-0.107416,0.133782,0.378078,-0.107838,0.131938,0.298821,-0.107627,0.133438,0.225819,0.039131,0.124231,0.380652
-0.909658,0.010974,-0.006014,-0.415170,-0.104638,0.154585,0.212855,-0.823368,-0.254455,-0.055148,-0.504258,-0.284045,0.254592,0.227351,-0.000531,-0.000043,0.000020,-1.000000,0.038829,0.138311,0.300276,0.198086,0.129244,0.298391,0.197780,0.130674,0.380987,0.196028,0.127841,0.218823,0.039395,0.125009,0.299173,0.038986,0.126482,0.223286,-0.107434,0.133785,0.378066,-0.107845,0.131944,0.298800,-0.107634,0.133449,0.225788,0.039127,0.124248,0.380629
-0.909611,0.011009,-0.005840,-0.415274,-0.104651,0.154527,0.212934,-0.823356,-0.254474,-0.055144,-0.504269,-0.284045,0.254564,0.227338,-0.000517,-0.000039,0.000019,-1.000000,0.038812,0.138294,0.300265,0.198064,0.129227,0.298375,0.197765,0.130661,0.380973,0.196010,0.127819,0.218808,0.039386,0.124999,0.299161,0.038971,0.126464,0.223269,-0.107438,0.133778,0.378045,-0.107860,0.131936,0.298782,-0.107651,0.133431,0.225773,0.039110,0.124247,0.380621
-0.909575,0.010894,-0.005886,-0.415356,-0.104637,0.154455,0.212995,-0.823408,-0.254495,-0.055132,-0.504174,-0.284030,0.254522,0.227282,-0.000524,-0.000030,0.000036,-1.000000,0.038806,0.138289,0.300238,0.198062,0.129211,0.298348,0.197754,0.130645,0.380948,0.196004,0.127820,0.218780,0.039378,0.124990,0.299136,0.038960,0.126441,0.223239,-0.107445,0.133758,0.378012,-0.107853,0.131922,0.298755,-0.107666,0.133424,0.225741,0.039111,0.124236,0.380589
-0.909561,0.010850,-0.005828,-0.415387,-0.104641,0.154342,0.213052,-0.823341,-0.254478,-0.055132,-0.504292,-0.284035,0.254497,0.227287,-0.000531,-0.000029,0.000015,-1.000000,0.038795,0.138275,0.300215,0.198046,0.129189,0.298323,0.197749,0.130619,0.380923,0.195994,0.127798,0.218757,0.039372,0.124976,0.299110,0.038941,0.126413,0.223221,-0.107453,0.133733,0.377998,-0.107860,0.131891,0.298735,-0.107678,0.133404,0.225724,0.039099,0.124227,0.380565
-0.909543,0.010771,-0.005825,-0.415430,-0.104627,0.154244,0.213111,-0.823374,-0.254478,-0.055134,-0.504239,-0.284022,0.254447,0.227240,-0.000513,-0.000020,0.000011,-1.000000,0.038805,0.138243,0.300195,0.198063,0.129161,0.298306,0.197755,0.130609,0.380895,0.196003,0.127772,0.218734,0.039380,0.124953,0.299086,0.038951,0.126397,0.223195,-0.107455,0.133714,0.377966,-0.107854,0.131879,0.298711,-0.107663,0.133383,0.225688,0.039108,0.124205,0.380549
-0.909548,0.010660,-0.005811,-0.415421,-0.104617,0.154106,0.213189,-0.823363,-0.254541,-0.055200,-0.504218,-0.284005,0.254423,0.227229,-0.000485,-0.000019,0.000017,-1.000000,0.038808,0.138209,0.300189,0.198063,0.129129,0.298297,0.197758,0.130572,0.380886,0.195997,0.127748,0.218729,0.039386,0.124927,0.299081,0.038945,0.126376,0.223202,-0.107457,0.133687,0.377961,-0.107857,0.131850,0.298703,-0.107661,0.133359,0.225692,0.039119,0.124178,0.380546
-0.909569,0.010593,-0.005820,-0.415377,-0.104614,0.153974,0.213272,-0.823497,-0.254688,-0.055288,-0.503915,-0.283949,0.254379,0.227146,-0.000507,0.000041,0.000051,-1.000000,0.038836,0.138200,0.300208,0.198069,0.129121,0.298292,0.197772,0.130566,0.380895,0.196006,0.127755,0.218741,0.039397,0.124914,0.299086,0.038959,0.126368,0.223197,-0.107432,0.133671,0.377960,-0.107839,0.131839,0.298702,-0.107654,0.133349,0.225691,0.039122,0.124179,0.380544
-0.909597,0.010424,-0.005804,-0.415320,-0.104587,0.153833,0.213367,-0.823499,-0.254743,-0.055390,-0.503873,-0.283934,0.254364,0.227153,-0.000486,0.000041,0.000039,-1.000000,0.038834,0.138180,0.300226,0.198067,0.129102,0.298309,0.197767,0.130561,0.380919,0.196006,0.127738,0.218759,0.039386,0.124902,0.299106,0.038960,0.126364,0.223220,-0.107436,0.133653,0.377974,-0.107847,0.131819,0.298712,-0.107659,0.133344,0.225721,0.039121,0.124160,0.380565
-0.909624,0.010262,-0.005938,-0.415263,-0.104574,0.153707,0.213456,-0.823581,-0.254821,-0.055454,-0.503692,-0.283894,0.254327,0.227113,-0.000460,0.000038,0.000034,-1.000000,0.038843,0.138168,0.300244,0.198079,0.129097,0.298328,0.197776,0.130548,0.380928,0.196021,0.127744,0.218782,0.039403,0.124898,0.299128,0.038977,0.126375,0.223235,-0.107431,0.133653,0.377995,-0.107844,0.131822,0.298736,-0.107644,0.133343,0.225731,0.039123,0.124159,0.380578
-0.909662,0.010091,-0.005950,-0.415184,-0.104551,0.153554,0.213554,-0.823586,-0.254783,-0.055424,-0.503707,-0.283897,0.254296,0.227119,-0.000496,0.000036,0.000032,-1.000000,0.038850,0.138177,0.300265,0.198075,0.129087,0.298342,0.197792,0.130562,0.380949,0.196026,0.127732,0.218795,0.039404,0.124887,0.299148,0.038988,0.126367,0.223257,-0.107425,0.133643,0.378011,-0.107839,0.131808,0.298754,-0.107644,0.133336,0.225758,0.039132,0.124153,0.380603
-0.909676,0.009948,-0.006010,-0.415156,-0.104527,0.153442,0.213641,-0.823529,-0.254763,-0.055449,-0.503807,-0.283885,0.254310,0.227132,-0.000510,0.000023,0.000024,-1.000000,0.038862,0.138198,0.300265,0.198101,0.129108,0.298352,0.197803,0.130566,0.380951,0.196052,0.127756,0.218794,0.039421,0.124904,0.299146,0.038997,0.126397,0.223258,-0.107410,0.133673,0.378017,-0.107827,0.131820,0.298757,-0.107622,0.133358,0.225761,0.039146,0.124158,0.380598
-0.909674,0.009702,-0.006138,-0.415164,-0.104493,0.153335,0.213741,-0.823485,-0.254675,-0.055365,-0.503933,-0.283897,0.254307,0.227147,-0.000507,0.000022,0.000033,-1.000000,0.038865,0.138218,0.300263,0.198100,0.129152,0.298351,0.197802,0.130595,0.380948,0.196051,0.127782,0.218789,0.039418,0.124931,0.299144,0.038998,0.126416,0.223254,-0.107406,0.133691,0.378022,-0.107826,0.131845,0.298764,-0.107627,0.133380,0.225761,0.039146,0.124181,0.380594
-0.909666,0.009448,-0.006312,-0.415184,-0.104454,0.153239,0.213840,-0.823406,-0.254638,-0.055406,-0.504076,-0.283890,0.254334,0.227170,-0.000504,-0.000032,0.000008,-1.000000,0.038852,0.138258,0.300240,0.198107,0.129173,0.298349,0.197798,0.130634,0.380937,0.196051,0.127810,0.218783,0.039420,0.124978,0.299131,0.038998,0.126446,0.223243,-0.107407,0.133736,0.378014,-0.107820,0.131896,0.298750,-0.107614,0.133410,0.225746,0.039151,0.124212,0.380586
-0.909684,0.009277,-0.006331,-0.415149,-0.104432,0.153116,0.213948,-0.823420,-0.254620,-0.055375,-0.504065,-0.283885,0.254316,0.227164,-0.000490,-0.000037,0.000006,-1.000000,0.038844,0.138263,0.300245,0.198101,0.129208,0.298353,0.197798,0.130646,0.380948,0.196036,0.127828,0.218792,0.039409,0.124986,0.299141,0.038989,0.126453,0.223253,-0.107412,0.133753,0.378023,-0.107826,0.131897,0.298762,-0.107623,0.133419,0.225760,0.039144,0.124234,0.380593
-0.909694,0.009199,-0.006286,-0.415130,-0.104414,0.152996,0.214051,-0.823586,-0.254636,-0.055344,-0.503789,-0.283847,0.254252,0.227084,-0.000534,0.000029,0.000051,-1.000000,0.038862,0.138290,0.300261,0.198101,0.129205,0.298350,0.197798,0.130655,0.380952,0.196037,0.127835,0.218791,0.039413,0.124999,0.299141,0.038991,0.126467,0.223256,-0.107401,0.133772,0.378028,-0.107826,0.131918,0.298757,-0.107621,0.133430,0.225763,0.039142,0.124239,0.380590
-0.909708,0.009204,-0.006161,-0.415100,-0.104419,0.152856,0.214155,-0.823583,-0.254637,-0.055358,-0.503792,-0.283836,0.254230,0.227088,-0.000553,0.000031,0.000043,-1.000000,0.038855,0.138299,0.300263,0.198091,0.129214,0.298360,0.197787,0.130658,0.380957,0.196018,0.127819,0.218800,0.039404,0.124998,0.299146,0.038973,0.126458,0.223267,-0.107414,0.133760,0.378027,-0.107833,0.131927,0.298764,-0.107629,0.133436,0.225767,0.039135,0.124240,0.380597
-0.909730,0.009208,-0.006022,-0.415055,-0.104406,0.152725,0.214242,-0.823708,-0.254646,-0.055352,-0.503584,-0.283798,0.254171,0.227021,-0.000793,0.000052,0.000019,-1.000000,0.038870,0.138424,0.300251,0.198082,0.129213,0.298351,0.197781,0.130652,0.380942,0.196017,0.127828,0.218798,0.039403,0.125006,0.299144,0.038971,0.126461,0.223255,-0.107416,0.133775,0.378018,-0.107832,0.131927,0.298756,-0.107631,0.133427,0.225753,0.039126,0.124253,0.380588
-0.909776,0.009177,-0.006067,-0.414953,-0.104417,0.152572,0.214320,-0.823710,-0.254567,-0.055336,-0.503623,-0.283808,0.254124,0.227027,-0.000573,0.000041,0.000063,-1.000000,0.038841,0.138306,0.300259,0.198074,0.129203,0.298348,0.197772,0.130643,0.380941,0.196007,0.127815,0.218794,0.039401,0.124991,0.299142,0.038958,0.126453,0.223256,-0.107428,0.133755,0.378023,-0.107844,0.131915,0.298757,-0.107642,0.133420,0.225755,0.039124,0.124243,0.380593
-0.909850,0.009216,-0.006001,-0.414791,-0.104422,0.152414,0.214386,-0.823714,-0.254553,-0.055400,-0.503615,-0.283783,0.254094,0.227025,-0.000485,0.000034,0.000057,-1.000000,0.038836,0.138258,0.300249,0.198070,0.129203,0.298347,0.197773,0.130634,0.380941,0.196005,0.127820,0.218795,0.039397,0.124988,0.299131,0.038957,0.126453,0.223251,-0.107425,0.133751,0.378021,-0.107833,0.131916,0.298751,-0.107647,0.133422,0.225748,0.039121,0.124247,0.380583
-0.909943,0.009288,-0.005871,-0.414587,-0.104442,0.152228,0.214457,-0.823731,-0.254485,-0.055380,-0.503625,-0.283780,0.254044,0.227026,-0.000528,0.000039,0.000039,-1.000000,0.038834,0.138264,0.300255,0.198060,0.129175,0.298341,0.197768,0.130613,0.380941,0.195998,0.127805,0.218797,0.039393,0.124967,0.299134,0.038950,0.126445,0.223258,-0.107433,0.133735,0.378013,-0.107851,0.131889,0.298747,-0.107654,0.133408,0.225752,0.039114,0.124228,0.380587
-0.910023,0.009381,-0.005798,-0.414412,-0.104457,0.152067,0.214522,-0.823862,-0.254467,-0.055417,-0.503414,-0.283740,0.253966,0.226969,-0.000515,0.000043,0.000033,-1.000000,0.038848,0.138241,0.300253,0.198078,0.129166,0.298337,0.197777,0.130599,0.380934,0.196009,0.127806,0.218797,0.039396,0.124954,0.299137,0.038957,0.126436,0.223259,-0.107424,0.133718,0.378009,-0.107844,0.131870,0.298748,-0.107647,0.133401,0.225749,0.039124,0.124206,0.380588
-0.910139,0.009490,-0.005685,-0.414156,-0.104488,0.151873,0.214582,-0.823892,-0.254385,-0.055351,-0.503415,-0.283730,0.253899,0.226965,-0.000485,0.000041,0.000041,-1.000000,0.038849,0.138205,0.300261,0.198071,0.129128,0.298343,0.197789,0.130572,0.380944,0.196002,0.127763,0.218810,0.039406,0.124929,0.299142,0.038957,0.126404,0.223266,-0.107423,0.133689,0.378020,-0.107840,0.131849,0.298752,-0.107646,0.133360,0.225751,0.039130,0.124178,0.380596
-0.910260,0.009655,-0.005541,-0.413887,-0.104511,0.151695,0.214620,-0.823978,-0.254305,-0.055274,-0.503322,-0.283706,0.253840,0.226928,-0.000508,0.000043,0.000046,-1.000000,0.038860,0.138199,0.300257,0.198084,0.129122,0.298341,0.197795,0.130570,0.380936,0.196021,0.127755,0.218803,0.039418,0.124910,0.299136,0.038967,0.126397,0.223258,-0.107414,0.133670,0.378007,-0.107830,0.131821,0.298745,-0.107637,0.133362,0.225751,0.039146,0.124170,0.380587
-0.910387,0.009847,-0.005384,-0.413605,-0.104572,0.151521,0.214651,-0.823903,-0.254159,-0.055145,-0.503533,-0.283717,0.253821,0.226961,-0.000515,0.000035,0.000038,-1.000000,0.038848,0.138204,0.300248,0.198077,0.129117,0.298331,0.197783,0.130559,0.380929,0.196003,0.127753,0.218791,0.039407,0.124911,0.299126,0.038957,0.126390,0.223250,-0.107416,0.133675,0.378005,-0.107835,0.131828,0.298750,-0.107650,0.133350,0.225737,0.039131,0.124169,0.380583
-0.910487,0.010154,-0.005024,-0.413382,-0.104623,0.151396,0.214686,-0.823917,-0.254066,-0.055056,-0.503568,-0.283706,0.253809,0.226954,-0.000516,-0.000027,0.000022,-1.000000,0.038833,0.138227,0.300212,0.198072,0.129140,0.298316,0.197781,0.130592,0.380910,0.196014,0.127767,0.218753,0.039403,0.124940,0.299098,0.038966,0.126404,0.223220,-0.107428,0.133690,0.377990,-0.107840,0.131857,0.298727,-0.107647,0.133388,0.225728,0.039130,0.124187,0.380564
-0.910573,0.010321,-0.004882,-0.413190,-0.104678,0.151274,0.214750,-0.823899,-0.253889,-0.054880,-0.503705,-0.283724,0.253786,0.226986,-0.000528,-0.000033,0.000016,-1.000000,0.038809,0.138245,0.300215,0.198054,0.129159,0.298321,0.197762,0.130601,0.380915,0.195997,0.127782,0.218753,0.039386,0.124955,0.299108,0.038956,0.126411,0.223219,-0.107443,0.133702,0.377995,-0.107857,0.131865,0.298735,-0.107671,0.133382,0.225727,0.039109,0.124203,0.380567
-0.910632,0.010548,-0.004604,-0.413057,-0.104722,0.151178,0.214823,-0.824211,-0.253951,-0.054720,-0.503181,-0.283647,0.253690,0.226840,-0.000538,-0.000031,0.000017,-1.000000,0.038801,0.138262,0.300222,0.198047,0.129178,0.298336,0.197750,0.130625,0.380928,0.196011,0.127786,0.218751,0.039372,0.124963,0.299120,0.038959,0.126418,0.223212,-0.107464,0.133724,0.378003,-0.107864,0.131889,0.298743,-0.107673,0.133405,0.225731,0.039100,0.124211,0.380577
-0.910701,0.010714,-0.004429,-0.412904,-0.104777,0.151057,0.214907,-0.824460,-0.253970,-0.054589,-0.502778,-0.283599,0.253603,0.226745,-0.000560,0.000033,0.000051,-1.000000,0.038802,0.138273,0.300253,0.198031,0.129182,0.298350,0.197714,0.130623,0.380950,0.195986,0.127784,0.218761,0.039354,0.124967,0.299143,0.038951,0.126413,0.223220,-0.107478,0.133723,0.378023,-0.107885,0.131882,0.298756,-0.107692,0.133401,0.225745,0.039081,0.124222,0.380588
-0.910736,0.010914,-0.004197,-0.412824,-0.104818,0.150976,0.214998,-0.824737,-0.254018,-0.054471,-0.502311,-0.283524,0.253519,0.226621,-0.000591,0.000030,0.000060,-1.000000,0.038791,0.138306,0.300261,0.198022,0.129206,0.298361,0.197708,0.130644,0.380964,0.196005,0.127795,0.218769,0.039353,0.124983,0.299154,0.038956,0.126425,0.223232,-0.107488,0.133752,0.378033,-0.107888,0.131911,0.298771,-0.107695,0.133415,0.225760,0.039077,0.124243,0.380603
-0.910761,0.010930,-0.004171,-0.412769,-0.104849,0.150884,0.215098,-0.824745,-0.253998,-0.054411,-0.502314,-0.283486,0.253507,0.226632,-0.000570,0.000022,0.000058,-1.000000,0.038788,0.138305,0.300275,0.198018,0.129216,0.298381,0.197712,0.130652,0.380987,0.195995,0.127813,0.218796,0.039347,0.124996,0.299169,0.038952,0.126438,0.223249,-0.107481,0.133756,0.378053,-0.107884,0.131916,0.298783,-0.107699,0.133434,0.225780,0.039069,0.124247,0.380618
-0.910769,0.010905,-0.004274,-0.412751,-0.104864,0.150811,0.215190,-0.824818,-0.253982,-0.054322,-0.502212,-0.283432,0.253469,0.226591,-0.000571,0.000023,0.000054,-1.000000,0.038810,0.138322,0.300278,0.198048,0.129232,0.298379,0.197737,0.130670,0.380988,0.196010,0.127844,0.218801,0.039366,0.125003,0.299172,0.038975,0.126470,0.223257,-0.107456,0.133769,0.378051,-0.107873,0.131930,0.298780,-0.107682,0.133450,0.225781,0.039086,0.124252,0.380614
-0.910773,0.010790,-0.004414,-0.412743,-0.104866,0.150718,0.215281,-0.824809,-0.253893,-0.054224,-0.502283,-0.283406,0.253428,0.226589,-0.000747,0.000037,0.000004,-1.000000,0.038850,0.138403,0.300278,0.198067,0.129211,0.298376,0.197772,0.130656,0.380979,0.196025,0.127834,0.218811,0.039382,0.125002,0.299173,0.038977,0.126481,0.223273,-0.107441,0.133761,0.378053,-0.107854,0.131923,0.298780,-0.107654,0.133449,0.225788,0.039109,0.124246,0.380616
-0.910773,0.010625,-0.004636,-0.412745,-0.104848,0.150624,0.215361,-0.824859,-0.253835,-0.054163,-0.502236,-0.283355,0.253371,0.226549,-0.000777,0.000049,0.000011,-1.000000,0.038887,0.138404,0.300268,0.198105,0.129203,0.298367,0.197797,0.130636,0.380963,0.196044,0.127837,0.218810,0.039419,0.124993,0.299155,0.038996,0.126473,0.223270,-0.107402,0.133755,0.378037,-0.107822,0.131918,0.298767,-0.107608,0.133441,0.225779,0.039146,0.124233,0.380604
-0.910777,0.010483,-0.004697,-0.412739,-0.104832,0.150518,0.215448,-0.824916,-0.253855,-0.054074,-0.502142,-0.283297,0.253316,0.226509,-0.000504,0.000032,0.000058,-1.000000,0.038886,0.138248,0.300272,0.198112,0.129172,0.298358,0.197828,0.130616,0.380954,0.196044,0.127810,0.218821,0.039433,0.124963,0.299146,0.039002,0.126459,0.223279,-0.107380,0.133736,0.378042,-0.107801,0.131886,0.298766,-0.107608,0.133419,0.225774,0.039162,0.124208,0.380604
-0.910761,0.010323,-0.004711,-0.412778,-0.104799,0.150429,0.215526,-0.824927,-0.253831,-0.054049,-0.502140,-0.283244,0.253287,0.226489,-0.000492,0.000039,0.000041,-1.000000,0.038901,0.138228,0.300255,0.198132,0.129155,0.298336,0.197840,0.130597,0.380932,0.196045,0.127803,0.218817,0.039448,0.124950,0.299134,0.038999,0.126442,0.223266,-0.107366,0.133714,0.378008,-0.107787,0.131868,0.298741,-0.107589,0.133395,0.225751,0.039183,0.124199,0.380589
-0.910745,0.010119,-0.004750,-0.412818,-0.104780,0.150345,0.215599,-0.824872,-0.253791,-0.053996,-0.502256,-0.283224,0.253267,0.226496,-0.000447,0.000042,0.000048,-1.000000,0.038892,0.138200,0.300236,0.198117,0.129141,0.298312,0.197837,0.130588,0.380908,0.196027,0.127776,0.218799,0.039443,0.124931,0.299105,0.038983,0.126423,0.223257,-0.107375,0.133689,0.377991,-0.107788,0.131857,0.298718,-0.107597,0.133379,0.225725,0.039172,0.124190,0.380563
-0.910692,0.009988,-0.004733,-0.412937,-0.104770,0.150292,0.215673,-0.824830,-0.253726,-0.053863,-0.502371,-0.283200,0.253249,0.226482,-0.000394,-0.000007,0.000009,-1.000000,0.038868,0.138177,0.300190,0.198107,0.129140,0.298286,0.197824,0.130588,0.380876,0.196022,0.127789,0.218765,0.039438,0.124936,0.299067,0.038972,0.126429,0.223227,-0.107384,0.133698,0.377952,-0.107797,0.131855,0.298691,-0.107607,0.133376,0.225687,0.039171,0.124190,0.380534
-0.910635,0.009892,-0.004619,-0.413067,-0.104772,0.150240,0.215773,-0.824748,-0.253661,-0.053776,-0.502548,-0.283193,0.253254,0.226523,-0.000427,-0.000003,0.000010,-1.000000,0.038853,0.138191,0.300181,0.198085,0.129138,0.298265,0.197797,0.130578,0.380860,0.195998,0.127773,0.218760,0.039425,0.124931,0.299058,0.038959,0.126411,0.223216,-0.107406,0.133683,0.377941,-0.107814,0.131853,0.298686,-0.107627,0.133363,0.225677,0.039148,0.124194,0.380526
-0.910584,0.009854,-0.004439,-0.413183,-0.104767,0.150196,0.215880,-0.824907,-0.253657,-0.053687,-0.502300,-0.283155,0.253202,0.226458,-0.000459,-0.000003,0.000016,-1.000000,0.038838,0.138206,0.300179,0.198076,0.129137,0.298275,0.197791,0.130579,0.380865,0.195998,0.127774,0.218752,0.039411,0.124931,0.299060,0.038957,0.126396,0.223207,-0.107424,0.133681,0.377937,-0.107831,0.131846,0.298685,-0.107642,0.133363,0.225677,0.039141,0.124196,0.380526
-0.910530,0.009859,-0.004207,-0.413304,-0.104783,0.150147,0.216015,-0.825080,-0.253675,-0.053564,-0.502019,-0.283126,0.253153,0.226409,-0.000498,0.000052,0.000045,-1.000000,0.038835,0.138210,0.300217,0.198057,0.129137,0.298294,0.197769,0.130577,0.380892,0.195982,0.127753,0.218763,0.039398,0.124929,0.299092,0.038947,0.126400,0.223220,-0.107438,0.133679,0.377964,-0.107844,0.131844,0.298710,-0.107665,0.133361,0.225702,0.039119,0.124186,0.380553
-0.910498,0.009778,-0.004079,-0.413377,-0.104778,0.150093,0.216139,-0.825245,-0.253636,-0.053492,-0.501775,-0.283108,0.253108,0.226373,-0.000530,0.000052,0.000045,-1.000000,0.038830,0.138230,0.300238,0.198052,0.129135,0.298324,0.197764,0.130596,0.380922,0.195993,0.127754,0.218784,0.039383,0.124932,0.299124,0.038954,0.126389,0.223231,-0.107445,0.133678,0.377990,-0.107853,0.131858,0.298732,-0.107673,0.133375,0.225727,0.039111,0.124194,0.380577
-0.910476,0.009697,-0.003964,-0.413430,-0.104775,0.150026,0.216266,-0.825332,-0.253561,-0.053396,-0.501681,-0.283114,0.253077,0.226382,-0.000544,0.000035,0.000048,-1.000000,0.038821,0.138237,0.300274,0.198045,0.129149,0.298363,0.197757,0.130599,0.380972,0.196004,0.127757,0.218806,0.039379,0.124933,0.299163,0.038966,0.126389,0.223263,-0.107448,0.133693,0.378037,-0.107866,0.131863,0.298777,-0.107667,0.133364,0.225778,0.039101,0.124178,0.380618
-0.910442,0.009640,-0.003889,-0.413506,-0.104778,0.149974,0.216374,-0.825461,-0.253485,-0.053311,-0.501515,-0.283105,0.253042,0.226346,-0.000585,0.000023,0.000052,-1.000000,0.038827,0.138266,0.300295,0.198066,0.129170,0.298394,0.197762,0.130603,0.381001,0.196026,0.127767,0.218809,0.039384,0.124953,0.299185,0.038987,0.126409,0.223266,-0.107440,0.133695,0.378056,-0.107855,0.131868,0.298789,-0.107664,0.133386,0.225798,0.039113,0.124192,0.380631
-0.910407,0.009527,-0.003919,-0.413586,-0.104790,0.149919,0.216471,-0.825315,-0.253283,-0.053270,-0.501861,-0.283154,0.253068,0.226441,-0.000610,0.000008,0.000056,-1.000000,0.038832,0.138283,0.300303,0.198074,0.129179,0.298405,0.197765,0.130629,0.381014,0.196054,0.127780,0.218805,0.039378,0.124953,0.299193,0.039001,0.126415,0.223265,-0.107441,0.133722,0.378076,-0.107862,0.131876,0.298809,-0.107648,0.133410,0.225809,0.039123,0.124204,0.380640
-0.910412,0.009483,-0.003960,-0.413576,-0.104808,0.149844,0.216534,-0.825244,-0.253165,-0.053238,-0.502042,-0.283164,0.253088,0.226480,-0.000587,-0.000060,0.000025,-1.000000,0.038823,0.138295,0.300279,0.198090,0.129199,0.298399,0.197775,0.130644,0.381002,0.196066,0.127798,0.218796,0.039395,0.124972,0.299174,0.039012,0.126444,0.223259,-0.107426,0.133739,0.378071,-0.107855,0.131899,0.298800,-0.107633,0.133429,0.225803,0.039140,0.124221,0.380631
-0.910428,0.009397,-0.004046,-0.413541,-0.104842,0.149742,0.216600,-0.825170,-0.253206,-0.053294,-0.502137,-0.283140,0.253114,0.226522,-0.000635,0.000001,0.000043,-1.000000,0.038839,0.138320,0.300292,0.198080,0.129206,0.298399,0.197769,0.130652,0.381004,0.196048,0.127800,0.218793,0.039389,0.124973,0.299180,0.039002,0.126445,0.223264,-0.107437,0.133753,0.378069,-0.107855,0.131912,0.298796,-0.107645,0.133435,0.225806,0.039124,0.124223,0.380632
-0.910436,0.009298,-0.004234,-0.413523,-0.104877,0.149637,0.216668,-0.825380,-0.253352,-0.053281,-0.501719,-0.283057,0.253057,0.226404,-0.000543,-0.000045,0.000035,-1.000000,0.038820,0.138291,0.300266,0.198091,0.129236,0.298393,0.197768,0.130652,0.380986,0.196042,0.127815,0.218796,0.039397,0.124986,0.299166,0.038991,0.126450,0.223258,-0.107427,0.133745,0.378056,-0.107838,0.131912,0.298786,-0.107647,0.133432,0.225791,0.039128,0.124232,0.380621
